,Airline,Journey_date,From,To,Dtime,Atime,Stops,Price
2195,Go First,20/10/2021,Jaipur,Goa,08:20,19:55,1 stop via Ahmedabad,5489.0
2196,IndiGo,20/10/2021,Jaipur,Goa,06:25,11:30,1 stop via Mumbai,6266.0
2197,IndiGo,20/10/2021,Jaipur,Goa,07:20,12:40,1 stop via Mumbai,6266.0
2198,IndiGo,20/10/2021,Jaipur,Goa,12:10,18:00,1 stop via Mumbai,6266.0
2199,IndiGo,20/10/2021,Jaipur,Goa,06:15,10:45,1 stop via Hyderabad,6754.0
2200,IndiGo,20/10/2021,Jaipur,Goa,06:30,11:40,1 stop via Bengaluru,7243.0
2201,IndiGo,20/10/2021,Jaipur,Goa,10:50,15:50,1 stop via Bengaluru,7243.0
2202,"Spicejet, IndiGo",20/10/2021,Jaipur,Goa,08:00,15:30,"2 stop via Surat,Mumbai",9793.0
2203,Air India,20/10/2021,Jaipur,Goa,14:00,20:30,1 stop via Mumbai,10256.0
2204,Go First,20/10/2021,Jaipur,Goa,08:20,11:40,1 stop via Ahmedabad,12280.0
2205,AirAsia,21/10/2021,Jaipur,Goa,09:40,16:35,"2 stop via Mumbai,Bengaluru",5485.0
2206,AirAsia,21/10/2021,Jaipur,Goa,09:40,18:25,1 stop via Mumbai,5485.0
2207,AirAsia,21/10/2021,Jaipur,Goa,17:35,07:25,1 stop via Mumbai,5485.0
2208,Go First,21/10/2021,Jaipur,Goa,10:50,16:35,1 stop via Mumbai,5489.0
2209,Go First,21/10/2021,Jaipur,Goa,08:20,19:55,1 stop via Ahmedabad,5489.0
2210,Go First,21/10/2021,Jaipur,Goa,18:30,06:50,1 stop via Mumbai,5489.0
2211,AirAsia,21/10/2021,Jaipur,Goa,21:10,07:00,"2 stop via Hyderabad,Bengaluru",5826.0
2212,AirAsia,21/10/2021,Jaipur,Goa,17:35,07:00,"2 stop via Mumbai,Bengaluru",5826.0
2213,IndiGo,21/10/2021,Jaipur,Goa,07:20,12:40,1 stop via Mumbai,6266.0
2214,IndiGo,21/10/2021,Jaipur,Goa,06:25,12:40,1 stop via Mumbai,6266.0
2215,IndiGo,21/10/2021,Jaipur,Goa,06:15,13:55,1 stop via Hyderabad,6266.0
2216,IndiGo,21/10/2021,Jaipur,Goa,12:10,18:00,1 stop via Mumbai,6266.0
2217,IndiGo,21/10/2021,Jaipur,Goa,13:00,21:10,1 stop via Ahmedabad,6266.0
2218,IndiGo,21/10/2021,Jaipur,Goa,06:15,10:45,1 stop via Hyderabad,6754.0
2219,IndiGo,21/10/2021,Jaipur,Goa,13:55,21:20,1 stop via New Delhi,6754.0
2220,IndiGo,21/10/2021,Jaipur,Goa,06:30,11:40,1 stop via Bengaluru,7243.0
2221,IndiGo,21/10/2021,Jaipur,Goa,10:50,15:50,1 stop via Bengaluru,7243.0
2222,AirAsia,15/10/2021,Kolkata,Goa,21:50,07:00,1 stop via Bengaluru,9636.0
2223,AirAsia,15/10/2021,Kolkata,Goa,20:00,07:25,1 stop via Mumbai,9636.0
2224,AirAsia,15/10/2021,Kolkata,Goa,22:10,14:35,1 stop via New Delhi,9636.0
2225,Spicejet,15/10/2021,Kolkata,Goa,17:40,19:35,1 stop via Chennai,9638.0
2226,IndiGo,15/10/2021,Kolkata,Goa,21:55,07:40,1 stop via Bengaluru,9639.0
2227,IndiGo,15/10/2021,Kolkata,Goa,21:00,07:40,1 stop via Bengaluru,9639.0
2228,IndiGo,15/10/2021,Kolkata,Goa,23:25,08:30,1 stop via Hyderabad,9639.0
2229,IndiGo,15/10/2021,Kolkata,Goa,20:35,08:45,1 stop via Mumbai,9639.0
2230,AirAsia,15/10/2021,Kolkata,Goa,16:15,07:00,1 stop via Bengaluru,10057.0
2231,IndiGo,15/10/2021,Kolkata,Goa,20:50,08:40,1 stop via Ahmedabad,11183.0
2232,IndiGo,15/10/2021,Kolkata,Goa,22:30,08:55,1 stop via New Delhi,11183.0
2233,IndiGo,15/10/2021,Kolkata,Goa,20:20,08:55,1 stop via New Delhi,11183.0
2234,Vistara,15/10/2021,Kolkata,Goa,20:20,10:55,1 stop via New Delhi,16149.0
2235,Air India,15/10/2021,Kolkata,Goa,19:00,06:50,"2 stop via Hyderabad,Mumbai",18879.0
2236,AirAsia,16/10/2021,Kolkata,Goa,07:40,14:35,1 stop via New Delhi,9636.0
2237,AirAsia,16/10/2021,Kolkata,Goa,00:05,14:35,1 stop via New Delhi,9636.0
2238,AirAsia,16/10/2021,Kolkata,Goa,08:45,16:35,1 stop via Bengaluru,9636.0
2239,AirAsia,16/10/2021,Kolkata,Goa,21:50,07:00,1 stop via Bengaluru,9636.0
2240,AirAsia,16/10/2021,Kolkata,Goa,20:05,07:00,1 stop via Bengaluru,9636.0
2241,AirAsia,16/10/2021,Kolkata,Goa,16:10,07:00,1 stop via Bengaluru,9636.0
2242,AirAsia,16/10/2021,Kolkata,Goa,21:40,07:25,1 stop via Mumbai,9636.0
2243,AirAsia,16/10/2021,Kolkata,Goa,22:10,07:50,1 stop via New Delhi,9636.0
2244,IndiGo,16/10/2021,Kolkata,Goa,01:10,08:55,1 stop via New Delhi,9639.0
2245,IndiGo,16/10/2021,Kolkata,Goa,05:45,10:45,1 stop via Hyderabad,9639.0
2246,IndiGo,16/10/2021,Kolkata,Goa,07:30,12:30,1 stop via Bengaluru,9639.0
2247,IndiGo,16/10/2021,Kolkata,Goa,06:05,12:50,1 stop via New Delhi,9639.0
2248,IndiGo,16/10/2021,Kolkata,Goa,10:40,15:50,1 stop via Bengaluru,9639.0
2249,IndiGo,16/10/2021,Kolkata,Goa,08:35,15:50,1 stop via Bengaluru,9639.0
2250,IndiGo,16/10/2021,Kolkata,Goa,13:20,19:35,1 stop via Hyderabad,9639.0
2251,IndiGo,16/10/2021,Kolkata,Goa,09:40,19:35,1 stop via Hyderabad,9639.0
2252,IndiGo,16/10/2021,Kolkata,Goa,14:05,20:50,1 stop via Bengaluru,9639.0
2253,IndiGo,16/10/2021,Kolkata,Goa,21:55,07:40,1 stop via Bengaluru,9639.0
2254,IndiGo,16/10/2021,Kolkata,Goa,21:00,07:40,1 stop via Bengaluru,9639.0
2255,IndiGo,16/10/2021,Kolkata,Goa,23:25,08:30,1 stop via Hyderabad,9639.0
2256,IndiGo,16/10/2021,Kolkata,Goa,22:00,08:30,1 stop via Hyderabad,9639.0
2257,IndiGo,16/10/2021,Kolkata,Goa,22:30,08:55,1 stop via New Delhi,9639.0
2258,IndiGo,16/10/2021,Kolkata,Goa,09:40,17:35,1 stop via Hyderabad,10411.0
2259,"Spicejet, IndiGo",16/10/2021,Kolkata,Goa,11:20,19:35,"2 stop via Visakhapatnam,Hyderabad",11466.0
2260,IndiGo,16/10/2021,Kolkata,Goa,11:25,14:20,Non stop,12579.0
2261,IndiGo,16/10/2021,Kolkata,Goa,14:15,21:20,1 stop via New Delhi,12726.0
2262,"Spicejet, Go First",16/10/2021,Kolkata,Goa,08:50,15:10,1 stop via Bengaluru,12927.0
2263,Spicejet,16/10/2021,Kolkata,Goa,09:00,11:20,Non stop,12998.0
2264,Go First,16/10/2021,Kolkata,Goa,05:30,11:40,"2 stop via Jaipur,Ahmedabad",13345.0
2265,Vistara,16/10/2021,Kolkata,Goa,07:10,13:50,1 stop via New Delhi,16569.0
2266,Air India,16/10/2021,Kolkata,Goa,20:40,10:05,"2 stop via New Delhi,Surat",18082.0
2267,AirAsia,17/10/2021,Kolkata,Goa,00:05,07:50,1 stop via New Delhi,9636.0
2268,AirAsia,17/10/2021,Kolkata,Goa,07:40,14:35,1 stop via New Delhi,9636.0
2269,AirAsia,17/10/2021,Kolkata,Goa,10:35,15:00,1 stop via Hyderabad,9636.0
2270,AirAsia,17/10/2021,Kolkata,Goa,21:50,07:00,1 stop via Bengaluru,9636.0
2271,AirAsia,17/10/2021,Kolkata,Goa,20:05,07:00,1 stop via Bengaluru,9636.0
2272,AirAsia,17/10/2021,Kolkata,Goa,22:10,07:50,1 stop via New Delhi,9636.0
2273,Go First,17/10/2021,Kolkata,Goa,05:45,11:05,1 stop via Mumbai,9638.0
2274,IndiGo,17/10/2021,Kolkata,Goa,01:10,08:55,1 stop via New Delhi,9639.0
2275,IndiGo,17/10/2021,Kolkata,Goa,05:45,10:45,1 stop via Hyderabad,9639.0
2276,IndiGo,17/10/2021,Kolkata,Goa,07:30,12:30,1 stop via Bengaluru,9639.0
2277,IndiGo,17/10/2021,Kolkata,Goa,05:40,14:10,1 stop via Indore,9639.0
2278,IndiGo,17/10/2021,Kolkata,Goa,21:55,07:40,1 stop via Bengaluru,9639.0
2279,IndiGo,17/10/2021,Kolkata,Goa,21:00,07:40,1 stop via Bengaluru,9639.0
2280,IndiGo,17/10/2021,Kolkata,Goa,23:25,08:30,1 stop via Hyderabad,9639.0
2281,IndiGo,17/10/2021,Kolkata,Goa,22:00,08:30,1 stop via Hyderabad,9639.0
2282,IndiGo,17/10/2021,Kolkata,Goa,22:30,08:55,1 stop via New Delhi,9639.0
2283,AirAsia,17/10/2021,Kolkata,Goa,05:25,15:25,"2 stop via Guwahati,New Delhi",10057.0
2284,IndiGo,17/10/2021,Kolkata,Goa,08:35,15:50,1 stop via Bengaluru,10411.0
2285,Spicejet,17/10/2021,Kolkata,Goa,08:40,10:55,Non stop,10688.0
2286,AirAsia,17/10/2021,Kolkata,Goa,21:40,07:25,1 stop via Mumbai,11107.0
2287,IndiGo,17/10/2021,Kolkata,Goa,11:25,14:20,Non stop,11109.0
2288,IndiGo,17/10/2021,Kolkata,Goa,10:40,15:50,1 stop via Bengaluru,11954.0
2289,IndiGo,17/10/2021,Kolkata,Goa,14:05,20:50,1 stop via Bengaluru,11954.0
2290,IndiGo,17/10/2021,Kolkata,Goa,14:15,21:20,1 stop via New Delhi,12726.0
2291,"IndiGo, Go First",17/10/2021,Kolkata,Goa,08:35,15:10,1 stop via Bengaluru,13871.0
2292,"Spicejet, Go First",17/10/2021,Kolkata,Goa,08:50,15:10,1 stop via Bengaluru,13975.0
2293,Go First,17/10/2021,Kolkata,Goa,05:30,11:40,1 stop via Jaipur,15640.0
2294,Vistara,17/10/2021,Kolkata,Goa,07:10,13:50,1 stop via New Delhi,17934.0
2295,"Air India, IndiGo",17/10/2021,Kolkata,Goa,09:10,17:35,"2 stop via Bhubaneswar,Hyderabad",20707.0
